         4210327 function calls (4155037 primitive calls) in 4.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
       11    0.000    0.000    0.000    0.000 codegen.py:816(_set_compiled_object)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 axis.py:35(Tick)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binomtest.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:43(_define_nrt_incref)
        1    0.000    0.000    0.000    0.000 profiledir.py:28(ProfileDir)
        1    0.000    0.000    0.000    0.000 _strptime.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyplot.py:893(close)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:355(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 intrinsics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
        1    0.000    0.000    0.001    0.001 _odswriter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        1    0.000    0.000    0.023    0.023 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:744(FloatContainer)
       33    0.000    0.000    0.000    0.000 contextlib.py:398(_create_exit_wrapper)
        8    0.000    0.000    0.000    0.000 posixpath.py:388(realpath)
        4    0.000    0.000    0.000    0.000 instructions.py:309(__init__)
        1    0.000    0.000    0.000    0.000 coloransi.py:2(<module>)
        1    0.000    0.000    0.000    0.000 page_navigation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bootstrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.003    0.003 version.py:257(Version)
        5    0.000    0.000    0.000    0.000 file_manager.py:308(__init__)
        1    0.000    0.000    0.000    0.000 base.py:16(Input)
        8    0.000    0.000    0.000    0.000 core.py:4718(__init__)
        1    0.000    0.000    0.000    0.000 key_bindings.py:203(KeyBindings)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        5    0.000    0.000    0.000    0.000 lru_cache.py:57(_enforce_size_limit)
        1    0.000    0.000    0.000    0.000 tnc.py:25(<module>)
        1    0.000    0.000    0.001    0.001 csr.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:783(values)
        1    0.000    0.000    0.000    0.000 scrollable_pane.py:19(ScrollablePane)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.003    0.003 dask_array_compat.py:1(<module>)
        8    0.000    0.000    0.000    0.000 ipstruct.py:41(__init__)
        3    0.000    0.000    0.000    0.000 std.py:228(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:97(<lambda>)
        1    0.000    0.000    0.000    0.000 references.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       11    0.000    0.000    0.000    0.000 dispatcher.py:872(cb_llvm)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       79    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:85(_ensure_llvm)
        8    0.000    0.000    0.000    0.000 passmanagers.py:225(finalize)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:18(ExtensionDtype)
        1    0.000    0.000    0.003    0.003 _process_posix.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:2733(GenericFixed)
        4    0.000    0.000    0.002    0.001 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 typedobjectutils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 values.py:577(__repr__)
       13    0.000    0.000    0.000    0.000 values.py:813(_format_name)
        7    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 computation.py:301(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:2327(normalize_path)
       94    0.000    0.000    0.000    0.000 values.py:229(_get_name)
        4    0.000    0.000    0.001    0.000 variable.py:772(__getitem__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.003    0.003 keys.py:1(<module>)
        1    0.000    0.000    0.001    0.001 profiledir.py:2(<module>)
      138    0.000    0.000    0.000    0.000 core.py:764(postParse)
       13    0.000    0.000    0.000    0.000 compiler_lock.py:19(__enter__)
        1    0.000    0.000    0.000    0.000 python.py:1079(NumPyLexer)
        1    0.000    0.000    0.000    0.000 base.py:307(ProgressBarCounter)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(Distribution)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
        1    0.000    0.000    0.001    0.001 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        7    0.000    0.000    0.000    0.000 ops.py:319(__init_subclass__)
        1    0.000    0.000    0.000    0.000 embed.py:110(InteractiveShellEmbed)
        1    0.000    0.000    0.000    0.000 charset.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
       17    0.000    0.000    0.000    0.000 datetimelike.py:107(values)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
       32    0.000    0.000    0.000    0.000 __init__.py:1810(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
       11    0.000    0.000    0.000    0.000 dispatcher.py:293(<listcomp>)
        5    0.000    0.000    0.000    0.000 common.py:750(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 _peak_finding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:15(NDArrayBackedExtensionArray)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 in_memory.py:1(<module>)
        3    0.000    0.000    0.015    0.005 __init__.py:29(load_module)
       18    0.000    0.000    0.000    0.000 dtypes.py:281(construct_from_string)
        1    0.000    0.000    0.000    0.000 _interpolative_backend.py:30(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        8    0.000    0.000    0.000    0.000 array.py:1442(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       13    0.000    0.000    0.001    0.000 values.py:799(<listcomp>)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.899    0.899 facetgrid.py:1(<module>)
       95    0.000    0.000    0.000    0.000 core.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        1    0.000    0.000    0.000    0.000 contour.py:76(ContourLabeler)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:342(Float64Index)
        3    0.000    0.000    0.000    0.000 hashing.py:451(inject)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:1(<module>)
       65    0.000    0.000    0.000    0.000 core.py:3822(<genexpr>)
       40    0.000    0.000    0.000    0.000 cache.py:14(_memoize_default)
       22    0.000    0.000    0.000    0.000 caching.py:43(_cache_log)
        4    0.000    0.000    0.000    0.000 npdatetime.py:111(<listcomp>)
        5    0.000    0.000    0.000    0.000 profiles.py:24(data)
        1    0.000    0.000    0.000    0.000 profiles.py:42(_get_resolution)
       11    0.000    0.000    0.010    0.001 magic_arguments.py:201(__call__)
       44    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        2    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:508(Image)
        1    0.000    0.000    0.000    0.000 offsetbox.py:690(TextArea)
        1    0.000    0.000    0.000    0.000 types.py:156(FuncParamType)
        2    0.000    0.000    0.000    0.000 metadata.py:203(<genexpr>)
        1    0.000    0.000    0.000    0.000 dtype.py:28(SparseDtype)
        8    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        9    0.000    0.000    0.000    0.000 overrides.py:24(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 hist.py:1(<module>)
        1    0.000    0.000    0.001    0.001 namespace.py:1(<module>)
        1    0.000    0.000    0.024    0.024 axis3d.py:5(<module>)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 compilerop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
        3    0.000    0.000    0.000    0.000 core.py:1423(__mul__)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 keywords.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:258(FormattedTextControl)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        3    0.000    0.000    0.000    0.000 _decorators.py:470(indent)
       42    0.000    0.000    0.000    0.000 core.py:665(<genexpr>)
        8    0.000    0.000    0.000    0.000 range.py:748(_make_evaluate_binop)
        6    0.000    0.000    0.000    0.000 pathlib.py:1434(is_dir)
        1    0.000    0.000    0.029    0.029 base.py:234(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:149(RendererBase)
       11    0.000    0.000    0.000    0.000 argparse.py:264(add_usage)
       20    0.000    0.000    0.000    0.000 methods.py:90(_wrap_inplace_method)
        1    0.000    0.000    0.000    0.000 models.py:353(ArgumentInfo)
       10    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        3    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 pytables.py:2555(Fixed)
       16    0.000    0.000    0.000    0.000 boolean.py:692(_create_arithmetic_method)
       37    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 conversion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessor_dt.py:1(<module>)
        4    0.000    0.000    0.002    0.001 __init__.py:3065(parse_requirements)
        1    0.000    0.000    0.003    0.003 plugins.py:1(<module>)
       54    0.000    0.000    0.000    0.000 variable.py:2766(to_index_variable)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
     12/2    0.000    0.000    0.000    0.000 core.py:1489(makeOptionalList)
        1    0.000    0.000    0.000    0.000 base.py:109(TextArea)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
       34    0.000    0.000    0.000    0.000 values.py:527(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4763(srange)
       11    0.000    0.000    0.000    0.000 computation.py:190(<setcomp>)
        1    0.000    0.000    0.000    0.000 _decorators.py:11(deprecate)
     21/3    0.000    0.000    0.000    0.000 cftimeindex.py:84(trailing_optional)
        3    0.000    0.000    0.001    0.000 base.py:5386(_add_logical_methods)
        7    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
       36    0.000    0.000    0.000    0.000 magic_arguments.py:224(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 variable.py:2398(_binary_op)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        2    0.000    0.000    0.007    0.004 shape_base.py:56(take_along_axis)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5545(__init__)
        2    0.000    0.000    0.000    0.000 metadata.py:217(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 word_completer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1920(QuadMesh)
        1    0.000    0.000    0.002    0.002 core.py:1361(parse_args)
        1    0.000    0.000    0.001    0.001 pydoc.py:462(Doc)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:135(_define_atomic_cas)
        4    0.000    0.000    0.000    0.000 utils.py:50(alias)
        1    0.000    0.000    0.000    0.000 accessor_dt.py:257(DatetimeAccessor)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
       40    0.000    0.000    0.000    0.000 cache.py:23(func)
       18    0.000    0.000    0.000    0.000 core.py:3421(shape)
        4    0.000    0.000    0.000    0.000 generic.py:11384(_make_min_count_stat_function)
       99    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       10    0.000    0.000    0.000    0.000 accessor.py:146(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 serialize.py:162(dumps)
        9    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        4    0.000    0.000    0.000    0.000 instructions.py:325(descr)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:384(MathTextParser)
        1    0.000    0.000    1.946    1.946 core.py:703(invoke)
        1    0.000    0.000    0.000    0.000 coordinates.py:34(Coordinates)
        1    0.000    0.000    0.008    0.008 specifiers.py:333(Specifier)
        3    0.000    0.000    0.000    0.000 datetimelike.py:700(copy)
       11    0.000    0.000    0.000    0.000 loader.py:327(__getitem__)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:6(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:1(<module>)
       22    0.000    0.000    0.000    0.000 caching.py:673(_guard_against_spurious_io_errors)
        1    0.000    0.000    0.001    0.001 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printimpl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
       24    0.000    0.000    0.000    0.000 __init__.py:2367(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
        6    0.000    0.000    0.000    0.000 iterators.py:22(__init__)
        1    0.000    0.000    0.012    0.012 npcompat.py:31(<module>)
       27    0.000    0.000    0.000    0.000 computation.py:638(<genexpr>)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:161(_get_version)
        3    0.000    0.000    0.000    0.000 _decorators.py:276(decorate)
       12    0.000    0.000    0.000    0.000 llvm_pass_timings.py:281(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:763(PeriodDtype)
        4    0.000    0.000    0.000    0.000 strings.py:2031(_pat_wrapper)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        4    0.000    0.000    0.000    0.000 builder.py:768(store)
        1    0.000    0.000    0.000    0.000 color_depth.py:10(ColorDepth)
       19    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 containers.py:241(HSplit)
        1    0.000    0.000    0.000    0.000 magic.py:304(MagicsManager)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
        2    0.000    0.000    0.000    0.000 rolling.py:54(__init__)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _policybase.py:1(<module>)
       55    0.000    0.000    0.000    0.000 dispatcher.py:215(<genexpr>)
       11    0.000    0.000    0.000    0.000 templates.py:75(__setstate__)
       10    0.000    0.000    0.000    0.000 dataarray.py:826(xindexes)
        1    0.000    0.000    0.001    0.001 miobase.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:588(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 _shgo.py:446(SHGO)
        1    0.000    0.000    0.000    0.000 spawnbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:1(<module>)
        5    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.000    0.000 dylib.py:23(load_library_permanently)
        1    0.000    0.000    0.000    0.000 formatting.py:102(HelpFormatter)
        2    0.000    0.000    0.004    0.002 methods.py:145(add_flex_arithmetic_methods)
        3    0.000    0.000    0.000    0.000 codegen.py:32(_parse_refprune_flags)
       14    0.000    0.000    0.004    0.000 dataclasses.py:998(dataclass)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 flow_analysis.py:1(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1644(trim_zeros)
        1    0.000    0.000    0.000    0.000 _generic_alias.py:76(_GenericAlias)
        4    0.000    0.000    0.000    0.000 extending.py:180(decorate)
        1    0.000    0.000    0.000    0.000 version.py:267(Version)
       16    0.000    0.000    0.000    0.000 functools.py:89(_gt_from_lt)
       15    0.000    0.000    0.000    0.000 extension.py:175(_maybe_unwrap_index)
      141    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 filesystem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.011    0.011 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        4    0.000    0.000    0.000    0.000 methods.py:24(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plugins.py:69(set_missing_parameters)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prefix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 common.py:346(DataWithCoords)
       76    0.000    0.000    0.000    0.000 ffi.py:247(__enter__)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1500(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method time.tzset}
       46    0.000    0.000    0.000    0.000 deprecation.py:176(__set_name__)
       19    0.000    0.000    0.000    0.000 utils.py:66(__init__)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
       30    0.000    0.000    0.000    0.000 functools.py:848(<lambda>)
        3    0.000    0.000    0.002    0.001 rcmod.py:86(set_theme)
        1    0.000    0.000    0.001    0.001 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 context.py:41(cpu_count)
       59    0.000    0.000    0.000    0.000 ufuncs.py:42(__init__)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       15    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
       22    0.000    0.000    0.000    0.000 datetimes.py:59(tz_to_dtype)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        7    0.000    0.000    0.000    0.000 dataset.py:804(encoding)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:626(rv_generic)
        1    0.000    0.000    0.000    0.000 transforms.py:686(Bbox)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
       17    0.000    0.000    0.000    0.000 types.py:240(format_constant)
       14    0.000    0.000    0.000    0.000 values.py:182(__hash__)
        1    0.000    0.000    0.000    0.000 metadata.py:527(distributions)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 core.py:86(TyperArgument)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 converter.py:92(register)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        4    0.000    0.000    0.000    0.000 extending.py:23(type_callable)
        1    0.000    0.000    0.000    0.000 open_in_editor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:1218(_Rolling_and_Expanding)
        4    0.000    0.000    0.001    0.000 quicksort.py:241(make_jit_quicksort)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:1979(_make_getset_interval)
       60    0.000    0.000    0.000    0.000 traitlets.py:970(_init_call)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 idl.py:30(<module>)
        2    0.000    0.000    0.000    0.000 main.py:456(<dictcomp>)
        1    0.000    0.000    0.000    0.000 abstract.py:396(Literal)
        3    0.000    0.000    0.000    0.000 values.py:467(__init__)
        4    0.000    0.000    0.000    0.000 builder.py:568(_icmp)
       15    0.000    0.000    0.000    0.000 base.py:402(register)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1575(_check_savefig_extra_args)
        7    0.000    0.000    0.000    0.000 application.py:77(catch_config_error)
        1    0.000    0.000    0.000    0.000 value.py:46(CompiledValue)
       15    0.000    0.000    0.000    0.000 core.py:124(sort_key)
       18    0.000    0.000    0.002    0.000 typing.py:924(copy_with)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 array_analysis.py:3206(<listcomp>)
       57    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
       29    0.000    0.000    0.000    0.000 base.py:206(__init__)
       13    0.000    0.000    0.000    0.000 core.py:2187(get_default)
        2    0.000    0.000    0.001    0.000 indexing.py:1305(__getitem__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        8    0.000    0.000    0.001    0.000 values.py:661(descr)
        9    0.000    0.000    0.001    0.000 indexes.py:246(equals)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 namespace.py:33(NamespaceMagics)
       64    0.000    0.000    0.000    0.000 models.py:63(__init__)
        1    0.000    0.000    0.018    0.018 nputils.py:137(f)
       18    0.000    0.000    0.000    0.000 docscrape.py:115(peek)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uarray.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pylab.py:37(PylabMagics)
        4    0.000    0.000    0.000    0.000 numeric.py:1335(normalize_axis_tuple)
        1    0.000    0.000    0.464    0.464 image.py:4(<module>)
        1    0.000    0.000    0.000    0.000 models.py:116(TyperInfo)
       86    0.000    0.000    0.000    0.000 builder.py:195(block)
        1    0.000    0.000    0.001    0.001 _shgo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:1261(get_help_option)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.001    0.001 variable.py:358(astype)
        1    0.000    0.000    0.002    0.002 common.py:1184(where)
        4    0.000    0.000    0.000    0.000 variable.py:650(_broadcast_indexes_basic)
        3    0.000    0.000    0.000    0.000 values.py:479(descr)
       10    0.000    0.000    0.000    0.000 dataarray.py:604(size)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:966(IntervalDtype)
       75    0.000    0.000    0.000    0.000 types.py:246(wrap_constant_value)
        1    0.000    0.000    0.000    0.000 npydecl.py:315(<listcomp>)
        1    0.000    0.000    0.000    0.000 controls.py:70(UIControl)
        1    0.000    0.000    0.000    0.000 extinction.py:4(<module>)
       29    0.000    0.000    0.000    0.000 computation.py:82(<genexpr>)
        7    0.000    0.000    0.000    0.000 platform.py:1106(python_implementation)
        3    0.000    0.000    0.000    0.000 cftimeindex.py:90(build_pattern)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.002    0.002 core.py:878(make_context)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filecmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axisgrid.py:317(FacetGrid)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1352(FunctionTestCase)
       20    0.000    0.000    0.000    0.000 values.py:637(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:626(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 dimension.py:1(<module>)
        2    0.000    0.000    0.000    0.000 zipfile.py:2294(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
       21    0.000    0.000    0.011    0.001 castgraph.py:131(unsafe)
        3    0.000    0.000    0.000    0.000 typing.py:1954(<dictcomp>)
        1    0.000    0.000    0.001    0.001 main.py:413(get_command_from_info)
        1    0.000    0.000    0.000    0.000 regexopt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extending.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
       14    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        8    0.000    0.000    0.001    0.000 passmanagers.py:232(run)
        1    0.000    0.000    0.004    0.004 parser.py:9(<module>)
        1    0.000    0.000    0.016    0.016 rules.py:1(<module>)
       56    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 minidom.py:1544(Document)
        1    0.000    0.000    0.000    0.000 coordinates.py:168(_merge_raw)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        1    0.000    0.000    0.000    0.000 backend_agg.py:68(RendererAgg)
